id,client_id,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
5850,1008,Visa,Credit,02/2020,NO,1,$5100,12/2005,2010,No
2325,1008,Visa,Debit,05/2022,YES,1,$36515,03/2013,2013,No
382,1008,Mastercard,Debit,12/2024,YES,2,$15306,01/2019,2019,No
4593,1008,Amex,Credit,04/2009,YES,1,$20600,09/2006,2008,No
6036,1834,Amex,Credit,06/2022,YES,1,$7300,12/2011,2011,No
1119,1834,Mastercard,Debit,06/2023,YES,2,$10348,02/2007,2014,No
5617,1834,Mastercard,Credit,03/2016,YES,1,$3300,11/2010,2010,No
1964,1126,Visa,Debit,03/2022,YES,1,$20318,02/2020,2020,No
672,881,Mastercard,Debit,05/2020,YES,1,$28163,01/2020,2020,No
4732,881,Mastercard,Debit (Prepaid),10/2024,YES,2,$63,09/2009,2011,No
4439,881,Visa,Debit,04/2018,YES,1,$31491,08/2014,2014,No
4287,881,Amex,Credit,10/2021,YES,1,$22700,08/2009,2009,No
5714,679,Visa,Debit (Prepaid),11/2016,YES,2,$73,11/2015,2015,No
2894,679,Amex,Credit,11/2017,YES,1,$9900,05/2006,2007,No
5972,679,Mastercard,Debit,04/2021,YES,2,$14713,12/2009,2011,No
3741,679,Mastercard,Debit,05/2023,YES,2,$2290,07/2005,2011,No
673,1333,Mastercard,Debit,01/2020,NO,1,$28203,01/2020,2020,No
674,1333,Mastercard,Credit,01/2020,YES,1,$30200,01/2020,2020,No
1719,1333,Mastercard,Debit,11/2021,YES,2,$3565,02/2020,2020,No
675,1333,Mastercard,Debit,06/2020,YES,1,$3565,01/2020,2020,No
1199,398,Visa,Debit,03/2021,YES,1,$17111,02/2009,2010,No
2012,398,Visa,Debit,08/2021,YES,2,$21264,03/1999,2009,No
5323,398,Mastercard,Debit,02/2020,YES,1,$15125,10/2017,2017,No
2337,398,Visa,Debit,02/2020,YES,2,$16472,03/2014,2014,No
676,151,Mastercard,Credit,11/2021,NO,2,$12800,01/2020,2020,No
1037,106,Mastercard,Debit,11/2020,YES,2,$11154,02/2004,2007,No
4654,106,Visa,Debit,11/2007,YES,1,$19419,09/2007,2010,No
2124,106,Mastercard,Credit,06/2022,YES,2,$9100,03/2006,2011,No
3484,106,Mastercard,Debit,05/2022,YES,1,$9471,06/2010,2011,No
5310,106,Visa,Debit,02/2024,YES,2,$10331,10/2015,2015,No
2794,1784,Mastercard,Credit,11/2004,YES,1,$15900,05/1997,2009,No
5330,1924,Mastercard,Credit,05/2020,YES,1,$5200,10/2018,2018,No
5739,671,Mastercard,Credit,02/2020,YES,1,$8600,11/2018,2018,No
5592,671,Visa,Credit,05/2024,YES,1,$8700,11/2009,2009,No
3485,1472,Mastercard,Debit,03/2018,YES,1,$25236,06/2010,2011,No
2196,1472,Mastercard,Credit,02/2011,YES,2,$10400,03/2008,2008,No
3393,1472,Mastercard,Debit (Prepaid),10/2024,YES,2,$38,06/2008,2013,No
4647,855,Mastercard,Debit (Prepaid),09/2020,YES,1,$106,09/2007,2010,No
3670,855,Visa,Debit,04/2021,YES,1,$15975,07/2001,2011,No
5916,855,Visa,Debit,12/2023,YES,2,$12188,12/2007,2011,No
5715,855,Visa,Debit,03/2022,YES,2,$11928,11/2015,2015,No
2702,855,Mastercard,Debit,08/2021,YES,2,$13841,04/2012,2012,No
4317,981,Amex,Credit,03/2024,YES,1,$7500,08/2010,2011,No
3828,1030,Visa,Debit,09/2013,YES,2,$4269,07/2007,2009,No
2936,1030,Mastercard,Credit,02/2024,YES,2,$12600,05/2007,2011,No
2415,1030,Amex,Credit,09/2003,YES,1,$16500,04/2001,2016,No
4677,1030,Mastercard,Debit,11/2008,YES,1,$19152,09/2008,2009,No
4072,384,Visa,Debit,02/2024,YES,2,$19349,07/2018,2018,No
4492,80,Visa,Debit,09/2022,YES,2,$1703,09/1997,2009,No
307,80,Visa,Credit,06/2017,YES,2,$2800,01/2012,2012,No
2689,80,Visa,Debit,02/2024,YES,1,$13569,04/2011,2011,No
3829,80,Visa,Credit,01/2024,YES,1,$10700,07/2007,2008,No
3917,80,Visa,Credit,06/2022,YES,2,$14500,07/2009,2009,No
5027,1331,Mastercard,Debit (Prepaid),09/2021,YES,1,$26,10/2005,2010,No
6130,205,Visa,Debit,05/2021,YES,2,$25621,12/2016,2016,No
3620,205,Mastercard,Debit,05/2024,YES,1,$12193,06/2017,2017,No
3639,205,Visa,Debit,07/2018,YES,1,$14247,06/2018,2018,No
2861,205,Mastercard,Debit,02/2020,YES,2,$14859,05/2004,2009,No
5037,1048,Visa,Credit,09/2014,NO,2,$13400,10/2005,2011,No
2048,1048,Mastercard,Credit,08/2020,YES,2,$12500,03/2003,2003,No
4509,1048,Amex,Credit,12/2009,YES,2,$3800,09/2001,2009,No
2542,1048,Mastercard,Debit,06/2014,YES,2,$22527,04/2007,2011,No
677,1801,Mastercard,Debit,09/2020,YES,1,$7284,01/2020,2020,No
5266,1490,Visa,Debit,04/2022,YES,1,$22856,10/2012,2012,No
1369,1490,Visa,Debit,01/2021,YES,1,$20225,02/2016,2016,No
1965,1490,Visa,Debit,02/2020,NO,1,$15742,02/2020,2020,No
5950,1490,Visa,Credit,11/2021,NO,1,$11400,12/2008,2008,No
2524,818,Amex,Credit,08/2008,YES,1,$6200,04/2007,2014,No
3728,818,Amex,Credit,10/2005,YES,2,$500,07/2005,2009,No
5540,818,Mastercard,Credit,11/2021,YES,1,$7100,11/2008,2017,No
5874,818,Visa,Debit,03/2022,YES,1,$15522,12/2006,2015,No
992,818,Mastercard,Debit,09/2023,YES,2,$19640,02/2001,2010,No
5499,1463,Mastercard,Debit,06/2020,YES,1,$13930,11/2007,2010,No
3591,1463,Mastercard,Debit,02/2021,YES,2,$22357,06/2015,2015,No
5245,1463,Mastercard,Credit,01/2022,YES,1,$7700,10/2011,2011,No
3542,1463,Amex,Credit,09/2023,NO,1,$5100,06/2012,2012,No
678,1835,Mastercard,Debit,01/2020,YES,2,$12191,01/2020,2020,No
2351,952,Visa,Debit,02/2024,YES,1,$58234,03/2015,2015,No
1275,952,Mastercard,Debit,07/2021,YES,2,$76966,02/2011,2011,No
3611,616,Mastercard,Credit,05/2023,YES,2,$4500,06/2016,2016,No
6050,638,Mastercard,Debit,07/2024,YES,1,$25551,12/2011,2011,No
2068,638,Mastercard,Debit,03/2021,YES,2,$21253,03/2004,2011,No
3394,638,Mastercard,Debit,12/2023,YES,2,$10274,06/2008,2008,No
4445,638,Amex,Credit,11/2015,YES,2,$4800,08/2015,2015,No
914,638,Visa,Debit,12/2023,YES,2,$19934,01/2020,2020,No
1966,1366,Visa,Debit,09/2022,YES,2,$8829,02/2020,2020,No
315,1366,Mastercard,Credit,07/2024,YES,2,$12400,01/2013,2013,No
2374,1366,Mastercard,Debit,02/2020,YES,1,$17691,03/2018,2018,No
2974,443,Mastercard,Debit,05/2013,YES,2,$15317,05/2008,2013,No
6111,336,Mastercard,Debit,06/2020,YES,1,$19612,12/2015,2015,No
679,611,Mastercard,Debit,01/2020,YES,2,$10304,01/2020,2020,No
2364,973,Mastercard,Debit,02/2021,YES,1,$16229,03/2017,2017,No
5716,973,Visa,Debit,11/2024,YES,1,$8366,11/2015,2015,No
5706,973,Visa,Debit,06/2023,YES,2,$7688,11/2014,2014,No
3833,973,Amex,Credit,09/2024,YES,1,$8300,07/2008,2015,No
680,632,Mastercard,Debit,05/2022,YES,1,$16557,01/2020,2020,No
3898,1918,Mastercard,Debit,08/2024,YES,2,$18627,07/2009,2015,No
1967,1827,Visa,Debit,08/2022,YES,1,$23156,02/2020,2020,No
3959,1827,Visa,Debit,02/2024,YES,1,$30041,07/2010,2011,No
5246,1827,Mastercard,Debit,02/2024,YES,1,$29137,10/2011,2011,No
4546,1827,Amex,Credit,07/2021,YES,1,$10400,09/2004,2017,No
3395,1827,Mastercard,Credit,02/2022,YES,2,$13500,06/2008,2008,No
5727,1827,Mastercard,Debit,02/2023,YES,1,$17663,11/2016,2016,No
681,70,Mastercard,Debit,08/2021,NO,2,$30637,01/2020,2020,No
4464,672,Mastercard,Debit,10/2021,NO,1,$8540,08/2017,2017,No
3396,672,Mastercard,Debit,02/2012,YES,1,$9397,06/2008,2010,No
915,672,Visa,Debit,09/2020,YES,1,$12329,01/2020,2020,No
5001,672,Visa,Debit,01/2020,YES,1,$8333,10/2003,2007,No
5345,1461,Visa,Credit,09/2020,YES,2,$5200,10/2019,2019,No
2668,1461,Visa,Debit,08/2010,YES,2,$35757,04/2010,2011,No
2886,1461,Mastercard,Credit,03/2015,NO,1,$16600,05/2005,2015,No
4535,1461,Mastercard,Debit,06/2020,YES,2,$23754,09/2003,2018,No
2090,1461,Mastercard,Debit,10/2024,YES,2,$14480,03/2005,2009,No
103,1461,Mastercard,Debit,10/2023,YES,2,$6237,01/2006,2007,No
916,510,Visa,Credit,02/2023,NO,1,$9200,01/2020,2020,No
917,510,Visa,Debit,01/2020,YES,2,$14797,01/2020,2020,No
5638,256,Visa,Credit,02/2023,YES,1,$9400,11/2010,2013,No
3989,256,Visa,Debit (Prepaid),06/2024,YES,2,$50,07/2011,2011,No
6089,256,Mastercard,Credit,02/2020,YES,2,$1800,12/2013,2013,No
2850,256,Amex,Credit,10/2024,YES,1,$12400,05/2004,2014,No
147,256,Visa,Credit,12/2010,YES,2,$14300,01/2007,2007,No
1276,256,Mastercard,Debit,12/2024,YES,1,$27489,02/2011,2011,No
1968,1410,Visa,Debit,01/2022,YES,2,$7846,02/2020,2020,No
1720,574,Mastercard,Credit,09/2021,YES,2,$12500,02/2020,2020,No
435,574,Discover,Credit,04/2020,NO,2,$10500,01/2020,2020,No
1721,574,Mastercard,Debit (Prepaid),02/2020,YES,1,$72,02/2020,2020,No
1722,574,Mastercard,Credit,05/2020,YES,1,$8800,02/2020,2020,No
6015,1837,Mastercard,Debit,01/2011,YES,1,$11199,12/2010,2010,No
259,1837,Visa,Debit,05/2020,YES,1,$8800,01/2010,2010,No
5275,1837,Mastercard,Debit (Prepaid),09/2021,YES,1,$83,10/2013,2013,No
2256,1837,Mastercard,Debit,11/2024,NO,1,$7217,03/2010,2010,No
5307,1974,Mastercard,Credit,09/2022,YES,2,$9000,10/2015,2015,No
278,1974,Mastercard,Debit,01/2020,YES,1,$15195,01/2011,2011,No
2257,1974,Mastercard,Debit,02/2024,YES,1,$14747,03/2010,2010,No
1723,30,Mastercard,Debit,02/2020,YES,2,$8998,02/2020,2020,No
1429,1270,Amex,Credit,03/2023,YES,2,$20400,02/2020,2020,No
4313,1270,Visa,Debit,09/2022,YES,2,$13653,08/2009,2016,No
222,1815,Amex,Credit,02/2020,YES,2,$17800,01/2010,2011,No
4582,1815,Mastercard,Debit (Prepaid),07/2024,YES,2,$52,09/2005,2015,No
4371,1815,Mastercard,Debit (Prepaid),09/2023,YES,2,$56,08/2011,2011,No
2035,1815,Mastercard,Debit,01/2024,YES,2,$3099,03/2002,2012,No
682,805,Mastercard,Debit,05/2020,YES,1,$11805,01/2020,2020,No
918,805,Visa,Debit,01/2020,YES,1,$17535,01/2020,2020,No
3233,464,Amex,Credit,08/2022,YES,2,$18000,06/2002,2011,No
1724,1042,Mastercard,Debit (Prepaid),11/2024,YES,2,$95,02/2020,2020,No
2170,1579,Discover,Credit,09/2020,YES,1,$8200,03/2008,2014,No
11,1579,Mastercard,Debit,11/2023,YES,2,$2143,01/1999,2013,No
4163,1579,Mastercard,Debit,12/2021,YES,2,$6550,08/2005,2016,No
3976,1579,Mastercard,Credit,04/2024,YES,2,$12800,07/2011,2011,No
3830,1579,Visa,Debit,02/2020,YES,1,$15960,07/2007,2010,No
683,830,Mastercard,Credit,02/2020,YES,2,$19000,01/2020,2020,No
3899,830,Mastercard,Debit,06/2016,YES,1,$26575,07/2009,2011,No
4678,465,Mastercard,Credit,06/2021,YES,2,$5800,09/2008,2008,No
2433,465,Mastercard,Debit,05/2021,YES,2,$16047,04/2002,2011,No
4879,1954,Visa,Credit,04/2024,YES,2,$5900,09/2014,2014,No
2387,1954,Mastercard,Debit,05/2024,YES,2,$22722,03/2019,2019,No
316,1954,Mastercard,Debit,07/2013,YES,2,$21258,01/2013,2013,No
4749,959,Visa,Debit (Prepaid),07/2020,YES,2,$18,09/2009,2009,No
1231,959,Mastercard,Debit (Prepaid),08/2023,YES,2,$8,02/2010,2017,No
5693,1049,Visa,Debit,03/2023,YES,2,$14446,11/2013,2013,No
2816,1049,Mastercard,Credit,08/2016,YES,1,$10500,05/2001,2009,No
5823,1049,Visa,Debit,12/2023,YES,2,$13122,12/2004,2009,No
5553,1049,Visa,Debit,11/2012,YES,1,$24519,11/2008,2014,No
1310,1049,Visa,Credit,05/2015,YES,1,$9400,02/2012,2012,No
4265,1049,Mastercard,Debit,03/2022,YES,2,$12121,08/2008,2010,No
684,1925,Mastercard,Credit,11/2021,NO,2,$1300,01/2020,2020,No
685,1925,Mastercard,Credit,01/2020,YES,1,$17500,01/2020,2020,No
3940,1088,Mastercard,Credit,01/2023,YES,1,$10700,07/2010,2011,No
4574,1088,Amex,Credit,01/2023,YES,2,$7300,09/2005,2010,No
6095,1088,Visa,Debit,06/2016,YES,1,$15194,12/2013,2013,No
4106,14,Visa,Credit,06/2024,YES,1,$5400,08/2001,2008,No
2076,14,Amex,Credit,12/2022,YES,2,$14100,03/2005,2008,No
2164,14,Visa,Debit,04/2018,YES,2,$3899,03/2007,2008,No
5159,14,Mastercard,Debit (Prepaid),05/2020,YES,1,$22,10/2009,2010,No
3082,14,Visa,Debit,04/2022,NO,1,$16464,05/2010,2012,No
4266,162,Mastercard,Debit,05/2022,YES,1,$39591,08/2008,2011,No
5938,162,Mastercard,Debit,12/2022,YES,1,$39452,12/2008,2010,No
5694,162,Visa,Debit,03/2014,YES,2,$27266,11/2013,2013,No
2240,162,Visa,Credit,10/2020,YES,2,$15400,03/2009,2012,No
3569,162,Mastercard,Credit,02/2014,YES,1,$16700,06/2013,2013,No
5371,1692,Mastercard,Debit,03/2020,YES,1,$38048,11/2001,2007,No
5618,1692,Mastercard,Debit,01/2022,YES,2,$7564,11/2010,2013,No
3646,1692,Mastercard,Debit,11/2023,YES,2,$35203,07/1991,2010,No
5838,380,Mastercard,Credit,07/2023,YES,2,$10800,12/2005,2010,No
3538,380,Visa,Credit,05/2023,NO,2,$8000,06/2011,2011,No
4219,141,Mastercard,Debit,02/2024,YES,1,$4729,08/2007,2014,No
3028,141,Visa,Credit,01/2021,YES,2,$6400,05/2009,2009,No
5514,141,Visa,Credit,02/2022,YES,1,$9200,11/2007,2014,No
4073,141,Visa,Credit,08/2018,NO,1,$8000,07/2018,2018,No
2952,141,Visa,Debit,02/2022,YES,2,$17235,05/2007,2007,No
3941,1348,Mastercard,Debit,11/2020,YES,2,$1,07/2010,2010,No
3086,1348,Amex,Credit,10/2021,YES,2,$0,05/2011,2011,No
2669,1348,Visa,Debit,09/2010,YES,1,$1,04/2010,2010,No
4042,1348,Visa,Debit,08/2018,YES,1,$1,07/2015,2015,No
4137,1348,Mastercard,Debit,12/2024,YES,1,$0,08/2004,2009,No
4982,1348,Discover,Credit,04/2023,YES,1,$0,10/2003,2007,No
6137,1256,Mastercard,Debit,10/2021,YES,2,$28850,12/2018,2018,No
5160,1256,Mastercard,Credit,06/2015,YES,1,$15700,10/2009,2010,No
236,1256,Mastercard,Debit (Prepaid),01/2021,YES,2,$79,01/2010,2011,No
6116,1256,Visa,Credit,01/2020,YES,2,$18500,12/2015,2015,No
1969,1690,Visa,Debit,05/2022,YES,2,$14495,02/2020,2020,No
686,1690,Mastercard,Debit,12/2023,YES,2,$15906,01/2020,2020,No
5717,169,Visa,Debit,07/2022,YES,1,$10194,11/2015,2015,No
5655,169,Mastercard,Debit (Prepaid),09/2021,YES,2,$91,11/2011,2011,No
3256,169,Mastercard,Debit,02/2024,YES,1,$12591,06/2003,2010,No
2317,169,Mastercard,Debit,07/2022,NO,1,$10574,03/2013,2013,No
4220,1955,Mastercard,Debit (Prepaid),01/2020,YES,2,$92,08/2007,2009,No
4184,1955,Mastercard,Debit,03/2021,YES,1,$7338,08/2006,2016,No
5712,1807,Mastercard,Debit,03/2022,YES,2,$26838,11/2015,2015,No
4123,1807,Visa,Debit,09/2009,YES,1,$38154,08/2003,2011,No
2823,1807,Amex,Credit,08/2020,YES,2,$13200,05/2002,2014,No
165,1807,Mastercard,Debit (Prepaid),03/2014,YES,1,$89,01/2008,2015,No
2837,1807,Amex,Credit,04/2007,YES,2,$3900,05/2003,2008,No
5875,102,Visa,Debit,07/2024,YES,1,$7676,12/2006,2010,No
3816,257,Mastercard,Debit,03/2022,YES,2,$13345,07/2007,2010,No
4386,257,Visa,Credit,11/2024,YES,1,$8000,08/2011,2011,No
5127,257,Mastercard,Debit (Prepaid),03/2022,YES,2,$87,10/2008,2012,No
104,257,Mastercard,Debit,10/2024,YES,2,$6395,01/2006,2014,No
687,911,Mastercard,Credit,01/2023,YES,1,$8900,01/2020,2020,No
2748,987,Mastercard,Debit (Prepaid),02/2024,YES,1,$69,04/2015,2015,No
4146,987,Visa,Debit,01/2021,YES,1,$18912,08/2004,2008,No
5090,987,Mastercard,Debit,09/2021,YES,1,$23021,10/2007,2011,No
373,987,Mastercard,Debit,08/2021,YES,1,$21985,01/2018,2018,No
919,101,Visa,Credit,12/2023,YES,2,$5300,01/2020,2020,No
237,1141,Mastercard,Debit,07/2020,YES,2,$2397,01/2010,2013,No
3817,1141,Mastercard,Credit,11/2012,YES,2,$2800,07/2007,2010,No
3624,1141,Visa,Debit,02/2020,YES,1,$10466,06/2017,2017,No
3269,1141,Amex,Credit,12/2012,NO,1,$9400,06/2004,2011,No
5224,1141,Visa,Debit,06/2023,YES,2,$20161,10/2010,2010,No
1277,1682,Mastercard,Credit,09/2024,YES,1,$12600,02/2011,2015,No
2517,1682,Visa,Credit,01/2024,NO,1,$14300,04/2006,2007,No
3407,1682,Visa,Debit,03/2022,YES,1,$23452,06/2008,2011,No
238,1682,Mastercard,Credit,10/2021,YES,2,$13200,01/2010,2014,No
3408,1682,Visa,Credit,01/2013,YES,1,$13500,06/2008,2008,No
920,481,Visa,Credit,01/2024,YES,1,$17600,01/2020,2020,No
688,978,Mastercard,Debit,08/2020,YES,2,$16558,01/2020,2020,No
689,1550,Mastercard,Debit,12/2024,YES,1,$44717,01/2020,2020,No
1725,1550,Mastercard,Credit,11/2021,NO,1,$13700,02/2020,2020,No
690,1550,Mastercard,Debit,04/2020,YES,2,$14332,01/2020,2020,No
1970,1162,Visa,Debit,06/2022,YES,1,$15695,02/2020,2020,No
1454,1162,Discover,Credit,02/2020,YES,1,$13700,02/2020,2020,No
2365,172,Mastercard,Debit,10/2020,YES,1,$19600,03/2017,2017,No
3458,172,Visa,Debit,06/2021,YES,1,$17815,06/2009,2010,No
1232,172,Mastercard,Debit,11/2015,YES,1,$16373,02/2010,2010,No
31,892,Visa,Debit,11/2021,YES,2,$14340,01/2002,2009,No
5656,315,Mastercard,Debit (Prepaid),08/2024,YES,1,$109,11/2011,2011,No
1726,315,Mastercard,Debit,03/2023,YES,1,$16218,02/2020,2020,No
3121,315,Mastercard,Debit,05/2024,YES,1,$22115,05/2012,2012,No
3246,1739,Visa,Debit (Prepaid),04/2024,YES,1,$80,06/2002,2011,No
1727,836,Mastercard,Debit,02/2020,NO,2,$18261,02/2020,2020,No
2413,39,Visa,Debit,12/2012,YES,1,$1325,04/2000,2011,No
2039,39,Visa,Credit,01/2023,YES,2,$16900,03/2002,2007,No
413,155,Amex,Credit,02/2023,YES,2,$6500,01/2020,2020,No
279,155,Mastercard,Credit,02/2021,NO,1,$7800,01/2011,2011,No
239,155,Mastercard,Debit,12/2022,NO,1,$9294,01/2010,2011,No
2281,155,Mastercard,Debit,12/2011,YES,2,$12163,03/2011,2011,No
3111,155,Visa,Debit,01/2020,YES,2,$14959,05/2011,2011,No
5793,155,Mastercard,Debit (Prepaid),11/2023,YES,2,$15,12/2003,2010,No
2026,1305,Mastercard,Debit,07/2022,YES,1,$18118,03/2001,2007,No
1260,1305,Visa,Debit,03/2023,YES,2,$22025,02/2010,2010,No
2229,1305,Mastercard,Credit,09/2011,YES,1,$9100,03/2009,2015,No
3409,1504,Visa,Debit,10/2013,YES,2,$16064,06/2008,2011,No
3486,1504,Mastercard,Credit,09/2024,YES,1,$6000,06/2010,2011,No
5373,1504,Visa,Debit,02/2023,YES,2,$7136,11/2001,2014,No
4963,1504,Discover,Credit,04/2021,YES,1,$3900,10/2002,2010,No
3977,1504,Mastercard,Debit,01/2020,YES,1,$8444,07/2011,2011,No
4119,1105,Mastercard,Debit,11/2020,YES,2,$12692,08/2003,2012,No
2036,1105,Mastercard,Debit,04/2020,YES,2,$9027,03/2002,2015,No
218,1105,Visa,Debit,10/2020,YES,1,$4507,01/2009,2019,No
691,1761,Mastercard,Debit,05/2024,YES,1,$17963,01/2020,2020,No
1971,1761,Visa,Credit,02/2020,YES,1,$12200,02/2020,2020,No
1728,1761,Mastercard,Debit,02/2020,YES,2,$1996,02/2020,2020,No
1729,215,Mastercard,Debit,01/2021,YES,2,$19998,02/2020,2020,No
1430,215,Amex,Credit,02/2020,YES,2,$15600,02/2020,2020,No
1325,948,Mastercard,Debit,05/2023,YES,1,$13035,02/2013,2013,No
3083,948,Visa,Credit,06/2023,YES,2,$8300,05/2010,2010,No
1265,948,Amex,Credit,07/2024,YES,2,$6200,02/2011,2011,No
5695,948,Visa,Debit,03/2024,YES,2,$11795,11/2013,2013,No
3376,948,Discover,Credit,05/2011,YES,1,$7900,06/2008,2013,No
1455,862,Discover,Credit,02/2020,YES,1,$12900,02/2020,2020,No
921,862,Visa,Debit,12/2020,YES,2,$6556,01/2020,2020,No
3167,862,Mastercard,Credit,05/2022,NO,1,$3800,05/2015,2015,No
5103,1514,Visa,Credit,10/2021,YES,2,$7800,10/2007,2008,No
3325,1514,Mastercard,Credit,02/2016,YES,2,$10900,06/2006,2012,No
78,1514,Mastercard,Debit,12/2024,YES,1,$1846,01/2005,2005,No
4679,1514,Mastercard,Debit (Prepaid),08/2016,YES,1,$76,09/2008,2015,No
4334,1514,Mastercard,Credit,07/2020,NO,1,$0,08/2010,2010,No
2390,1698,Visa,Credit,01/2022,NO,1,$13400,03/2019,2019,No
922,1698,Visa,Credit,01/2020,YES,1,$15800,01/2020,2020,No
5639,1698,Visa,Debit,06/2011,YES,1,$14744,11/2010,2010,No
436,1316,Discover,Credit,02/2020,YES,1,$8700,01/2020,2020,No
692,1316,Mastercard,Debit,01/2022,YES,1,$12088,01/2020,2020,No
330,1316,Mastercard,Credit,11/2024,YES,2,$4700,01/2014,2014,No
1972,1316,Visa,Debit,01/2024,YES,2,$11983,02/2020,2020,No
1730,1316,Mastercard,Debit,02/2020,YES,1,$11557,02/2020,2020,No
693,1831,Mastercard,Debit,02/2020,YES,1,$12152,01/2020,2020,No
437,1831,Discover,Credit,10/2023,YES,2,$11100,01/2020,2020,No
2293,889,Visa,Credit,09/2022,YES,1,$14700,03/2011,2011,No
4522,526,Mastercard,Debit (Prepaid),06/2021,NO,1,$52,09/2002,2013,No
5204,526,Mastercard,Debit,12/2016,YES,1,$3224,10/2010,2013,No
5917,526,Visa,Debit,11/2020,YES,2,$23001,12/2007,2013,No
2091,526,Mastercard,Debit,01/2022,YES,1,$23652,03/2005,2014,No
5500,526,Mastercard,Debit (Prepaid),09/2020,YES,1,$86,11/2007,2013,No
5091,231,Mastercard,Debit (Prepaid),08/2021,YES,2,$80,10/2007,2011,No
4221,231,Mastercard,Debit,10/2022,YES,1,$26097,08/2007,2011,No
5718,231,Visa,Debit,05/2023,YES,1,$11032,11/2015,2015,No
2474,231,Visa,Credit,01/2020,YES,1,$8900,04/2004,2011,No
414,231,Amex,Credit,02/2020,YES,2,$4700,01/2020,2020,No
5255,910,Visa,Debit,05/2022,YES,1,$10523,10/2011,2011,No
1431,910,Amex,Credit,02/2020,YES,1,$8900,02/2020,2020,No
3918,876,Visa,Debit,05/2021,YES,1,$6489,07/2009,2013,No
5773,876,Mastercard,Debit,09/2020,NO,2,$9146,12/2001,2012,No
5342,1509,Mastercard,Debit (Prepaid),03/2024,YES,1,$66,10/2019,2019,No
2352,1509,Visa,Debit,01/2023,NO,1,$18138,03/2015,2015,No
1347,1509,Mastercard,Debit,02/2021,YES,1,$23238,02/2014,2014,No
5276,1509,Mastercard,Debit,09/2022,YES,1,$20706,10/2013,2013,No
3685,1509,Visa,Credit,08/2022,YES,2,$12100,07/2002,2010,No
5696,1422,Visa,Debit,03/2020,YES,2,$19781,11/2013,2013,No
4983,1422,Discover,Credit,03/2023,YES,2,$9300,10/2003,2012,No
3212,1422,Mastercard,Debit,12/2022,NO,2,$5451,06/1999,2012,No
5515,1422,Visa,Debit,02/2016,YES,2,$6491,11/2007,2013,No
923,1400,Visa,Credit,02/2023,YES,1,$6900,01/2020,2020,No
415,1400,Amex,Credit,05/2024,NO,2,$6100,01/2020,2020,No
3796,492,Visa,Debit,05/2022,YES,1,$16905,07/2006,2008,No
1002,1516,Mastercard,Debit,04/2020,YES,1,$47153,02/2002,2006,No
3960,1516,Visa,Debit,12/2022,YES,2,$25010,07/2010,2010,No
5973,1649,Mastercard,Debit,12/2022,YES,1,$232,12/2009,2010,No
4410,1649,Mastercard,Credit,02/2016,YES,2,$100,08/2013,2013,No
3697,1649,Mastercard,Debit (Prepaid),04/2017,YES,1,$80,07/2003,2011,No
1432,1573,Amex,Credit,12/2022,YES,2,$3300,02/2020,2020,No
3326,583,Mastercard,Debit,01/2021,YES,1,$3483,06/2006,2013,No
343,583,Amex,Credit,02/2024,YES,2,$13900,01/2015,2015,No
3238,1811,Mastercard,Debit,10/2024,YES,1,$70187,06/2002,2011,No
291,1811,Visa,Debit,12/2021,NO,2,$7821,01/2011,2014,No
3355,1811,Mastercard,Debit,10/2024,YES,2,$96637,06/2007,2007,No
4894,1811,Discover,Credit,03/2022,YES,2,$44200,09/2016,2016,No
2165,1811,Visa,Debit (Prepaid),08/2023,NO,1,$68,03/2007,2007,No
331,1811,Mastercard,Debit (Prepaid),01/2021,YES,1,$54,01/2014,2014,No
3978,1811,Mastercard,Debit,05/2022,YES,1,$62519,07/2011,2011,No
3141,1811,Visa,Debit,11/2022,YES,1,$87408,05/2013,2013,No
202,1054,Mastercard,Debit,03/2024,YES,2,$15100,01/2009,2009,No
3860,1054,Mastercard,Debit,05/2024,YES,1,$2303,07/2008,2011,No
924,1054,Visa,Credit,03/2023,YES,2,$9000,01/2020,2020,No
5921,1678,Amex,Credit,10/2021,YES,1,$12600,12/2008,2008,No
3435,1678,Mastercard,Debit,05/2021,YES,1,$25027,06/2009,2009,No
4680,1678,Mastercard,Debit,01/2023,YES,1,$30424,09/2008,2011,No
1731,333,Mastercard,Debit,08/2022,YES,2,$14304,02/2020,2020,No
5311,1412,Visa,Debit,06/2016,YES,2,$19081,10/2015,2015,No
5687,1412,Mastercard,Debit,09/2020,YES,2,$17401,11/2013,2013,No
3067,1412,Mastercard,Credit,07/2021,YES,1,$12800,05/2010,2016,No
3942,1412,Mastercard,Debit (Prepaid),07/2015,YES,1,$42,07/2010,2011,No
3436,1412,Mastercard,Debit,06/2014,NO,2,$10404,06/2009,2010,No
3715,177,Mastercard,Debit,07/2013,YES,1,$39422,07/2004,2009,No
2681,177,Mastercard,Credit,09/2023,YES,1,$11900,04/2011,2011,No
1152,177,Mastercard,Debit,06/2022,YES,2,$4880,02/2008,2010,No
3653,177,Mastercard,Debit,04/2020,YES,2,$25392,07/1998,2014,No
694,390,Mastercard,Credit,02/2020,YES,1,$18500,01/2020,2020,No
695,390,Mastercard,Debit (Prepaid),01/2022,YES,1,$57,01/2020,2020,No
